HOST_ID,HOST_ACCEPTANCE_RATE,HOST_LISTINGS_COUNT,HOST_TOTAL_LISTINGS_COUNT,LATITUDE,LONGITUDE,ACCOMMODATES,BATHROOMS,BEDROOMS,BEDS,SQUARE_FEET,GUESTS_INCLUDED,MINIMUM_NIGHTS,MAXIMUM_NIGHTS,MINIMUM_MINIMUM_NIGHTS,MAXIMUM_MINIMUM_NIGHTS,MINIMUM_MAXIMUM_NIGHTS,MAXIMUM_MAXIMUM_NIGHTS,MINIMUM_NIGHTS_AVG_NTM,MAXIMUM_NIGHTS_AVG_NTM,AVAILABILITY_30,AVAILABILITY_60,AVAILABILITY_90,AVAILABILITY_365,NUMBER_OF_REVIEWS,NUMBER_OF_REVIEWS_LTM,REVIEW_SCORES_RATING,REVIEW_SCORES_ACCURACY,REVIEW_SCORES_CLEANLINESS,REVIEW_SCORES_CHECKIN,REVIEW_SCORES_COMMUNICATION,REVIEW_SCORES_LOCATION,REVIEW_SCORES_VALUE,REVIEWS_PER_MONTH,HOST_RESPONSE_TIME,HOST_RESPONSE_RATE,HOST_IS_SUPERHOST,HOST_HAS_PROFILE_PIC,HOST_IDENTITY_VERIFIED,PROPERTY_TYPE,ROOM_TYPE,BED_TYPE,AMENITIES,PRICE,WEEKLY_PRICE,MONTHLY_PRICE,SECURITY_DEPOSIT,CLEANING_FEE,EXTRA_PEOPLE,FIRST_REVIEW,LAST_REVIEW,INSTANT_BOOKABLE,IS_BUSINESS_TRAVEL_READY,CANCELLATION_POLICY
119381,,1.0,1.0,42.31557,-71.11483,2,1.0,1.0,1.0,,2,3,365,3,3,365,365,3.0,365.0,10,40,70,342,18,3,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.27,within an hour,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Long term stays allowed"",Other}",$185.00,"$1,100.00","$3,500.00",$200.00,$60.00,$0.00,2014-05-25,2019-10-23,f,f,strict_14_with_grace_period
128280,,4.0,4.0,42.37834,-71.06663,2,1.0,1.0,1.0,,2,2,21,2,2,21,21,2.0,21.0,16,16,16,266,93,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,within a day,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed""}",$221.00,"$1,500.00","$3,900.00",$0.00,$25.00,$0.00,2010-05-24,2018-10-21,f,f,strict_14_with_grace_period
174986,,1.0,1.0,42.3151,-71.11108,2,1.5,1.0,1.0,,1,6,180,6,6,180,180,6.0,180.0,0,0,0,0,75,4,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.66,within a day,67%,f,t,t,House,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide entrance for guests"",""Well-lit path to entrance"",""Host greets you""}",$95.00,$600.00,"$1,600.00",,,$20.00,2010-08-27,2019-11-04,f,f,moderate
128280,,4.0,4.0,42.37655,-71.06677,2,1.0,1.0,1.0,,2,2,21,2,2,21,21,2.0,21.0,11,11,11,223,82,1,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.73,within a day,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",$184.00,"$1,300.00","$3,900.00",$0.00,$25.00,$0.00,2010-09-07,2019-04-16,t,f,strict_14_with_grace_period
205107,,1.0,1.0,42.37404,-71.06118,3,1.0,1.0,1.0,,1,3,180,3,3,180,180,3.0,180.0,24,54,84,84,129,19,93.0,9.0,10.0,9.0,9.0,10.0,9.0,1.14,within an hour,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo}",$125.00,,,,$100.00,$50.00,2010-08-23,2019-11-02,f,f,strict_14_with_grace_period
255183,,5.0,5.0,42.32584,-71.08927,2,1.0,1.0,1.0,,1,2,28,2,2,28,28,2.0,28.0,2,32,62,62,141,10,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1.3,within a few hours,100%,f,t,t,House,Private room,Real Bed,"{Internet,Wifi,""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",$75.00,,,$0.00,$0.00,$35.00,2011-01-01,2019-08-13,f,f,strict_14_with_grace_period
26988,,12.0,12.0,42.35712,-71.0618,2,1.0,1.0,1.0,,1,32,365,32,32,365,365,32.0,365.0,2,32,62,242,18,0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0.24,within a few hours,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",$175.00,"$1,200.00","$2,900.00","$1,000.00",$250.00,$0.00,2013-11-10,2018-11-05,f,f,strict_14_with_grace_period
26988,,12.0,12.0,42.35867,-71.06332,3,1.0,1.0,1.0,,1,32,260,31,32,260,260,31.9,260.0,30,60,90,270,44,2,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.51,within a few hours,100%,t,t,f,Condominium,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",$110.00,"$1,300.00","$2,975.00","$1,000.00",$250.00,$0.00,2012-11-16,2019-10-30,f,f,strict_14_with_grace_period
255183,,5.0,5.0,42.32614,-71.0884,2,1.0,1.0,1.0,,1,2,5,2,2,5,5,2.0,5.0,13,43,73,73,120,15,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.15,within a few hours,100%,f,t,t,House,Private room,Real Bed,"{Wifi,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Host greets you""}",$79.00,,,$0.00,$0.00,$38.00,2011-05-23,2019-11-15,f,f,strict_14_with_grace_period
416912,,1.0,1.0,42.37853,-71.06177,2,1.0,1.0,1.0,,1,2,730,2,2,730,730,2.0,730.0,30,60,90,361,54,17,87.0,9.0,9.0,9.0,9.0,10.0,9.0,0.54,within a few hours,90%,f,t,f,Apartment,Private room,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer}",$140.00,,,,,$0.00,2011-09-19,2019-11-02,f,f,strict_14_with_grace_period
508268,,1.0,1.0,42.35937,-71.13156,2,1.0,0.0,1.0,420.0,2,5,60,5,5,60,60,5.0,60.0,30,60,90,365,41,9,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.39,within an hour,100%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Long term stays allowed"",Other}",$175.00,$990.00,"$3,450.00",,,$25.00,2011-04-20,2019-10-13,f,f,strict_14_with_grace_period
8229,,6.0,6.0,42.32965,-71.09503,6,1.0,2.0,3.0,,2,3,365,3,3,365,365,3.0,365.0,0,0,0,0,226,22,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2.24,within an hour,100%,f,t,t,Condominium,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",$225.00,,,$0.00,$85.00,$10.00,2011-08-19,2019-11-11,t,f,strict_14_with_grace_period
807320,,1.0,1.0,42.32158,-71.09047,10,2.0,4.0,5.0,,2,2,7,2,2,7,7,2.0,7.0,9,9,9,9,147,15,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1.46,within a few hours,100%,f,t,f,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Game console"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",Other}",$200.00,,,$500.00,$80.00,$25.00,2011-08-19,2019-11-03,t,f,moderate
964356,,1.0,1.0,42.3132,-71.11832,1,1.0,1.0,1.0,,1,30,180,30,30,180,180,30.0,180.0,6,14,14,60,42,5,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.42,within an hour,100%,t,t,t,Apartment,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you"",""Lake access""}",$85.00,$500.00,"$1,200.00",,,$20.00,2011-09-24,2019-10-31,f,f,moderate
965697,,2.0,2.0,42.31732,-71.10834,2,1.0,1.0,1.0,,2,2,180,2,2,180,180,2.0,180.0,0,0,0,0,386,32,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.9,within an hour,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",$90.00,"$1,050.00","$3,400.00",$100.00,$60.00,$20.00,2011-10-18,2019-11-10,t,f,moderate
1035747,,1.0,1.0,42.31864,-71.10641,2,1.0,1.0,1.0,,2,3,31,3,3,31,31,3.0,31.0,0,1,7,233,191,29,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.91,within a few hours,100%,t,t,t,House,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Well-lit path to entrance"",""Disabled parking spot"",""Accessible-height bed"",""Firm mattress"",""Host greets you"",""Lake access""}",$110.00,$500.00,"$1,600.00",$125.00,$50.00,$0.00,2011-09-16,2019-11-22,f,f,moderate
1092168,,1.0,1.0,42.28143,-71.12576,5,1.0,1.0,3.0,,1,45,150,45,45,150,150,45.0,150.0,30,60,90,365,68,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.69,,,f,t,t,House,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",$300.00,,,$500.00,$35.00,$30.00,2011-10-17,2015-06-15,f,f,strict_14_with_grace_period
1144302,,1.0,1.0,42.36539,-71.05438,5,1.0,1.0,1.0,,2,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,89,250,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.51,within an hour,100%,t,t,t,Townhouse,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",""Paid parking off premises"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Refrigerator,""Luggage dropoff allowed"",""Long term stays allowed""}",$95.00,"$1,000.00","$3,000.00",$300.00,$60.00,$50.00,2011-10-01,2019-11-13,f,f,moderate
85770,,4.0,4.0,42.34643,-71.07503,1,,1.0,1.0,,1,2,365,2,2,365,365,2.0,365.0,0,0,0,0,316,21,93.0,10.0,9.0,10.0,10.0,10.0,9.0,3.19,within an hour,100%,t,t,t,House,Private room,Real Bed,"{Internet,Wifi,""Air conditioning"",Heating,""Smoke detector"",Essentials,""Hair dryer"",""Hot water"",""Host greets you""}",$105.00,$625.00,,$0.00,$26.00,$0.00,2011-10-16,2019-11-04,t,f,moderate
1176995,,2.0,2.0,42.28145,-71.12925,1,0.0,1.0,1.0,,1,28,365,28,28,365,365,28.0,365.0,0,0,0,0,101,5,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.01,within an hour,100%,t,t,t,Apartment,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",$55.00,$350.00,"$1,100.00",,,$0.00,2011-09-22,2019-11-14,f,f,strict_14_with_grace_period
