HOST_ID,HOST_ACCEPTANCE_RATE,HOST_LISTINGS_COUNT,HOST_TOTAL_LISTINGS_COUNT,LATITUDE,LONGITUDE,ACCOMMODATES,BATHROOMS,BEDROOMS,BEDS,SQUARE_FEET,GUESTS_INCLUDED,MINIMUM_NIGHTS,MAXIMUM_NIGHTS,MINIMUM_MINIMUM_NIGHTS,MAXIMUM_MINIMUM_NIGHTS,MINIMUM_MAXIMUM_NIGHTS,MAXIMUM_MAXIMUM_NIGHTS,MINIMUM_NIGHTS_AVG_NTM,MAXIMUM_NIGHTS_AVG_NTM,AVAILABILITY_30,AVAILABILITY_60,AVAILABILITY_90,AVAILABILITY_365,NUMBER_OF_REVIEWS,NUMBER_OF_REVIEWS_LTM,REVIEW_SCORES_RATING,REVIEW_SCORES_ACCURACY,REVIEW_SCORES_CLEANLINESS,REVIEW_SCORES_CHECKIN,REVIEW_SCORES_COMMUNICATION,REVIEW_SCORES_LOCATION,REVIEW_SCORES_VALUE,REVIEWS_PER_MONTH,HOST_RESPONSE_TIME,HOST_RESPONSE_RATE,HOST_IS_SUPERHOST,HOST_HAS_PROFILE_PIC,HOST_IDENTITY_VERIFIED,PROPERTY_TYPE,ROOM_TYPE,BED_TYPE,AMENITIES,PRICE,WEEKLY_PRICE,MONTHLY_PRICE,SECURITY_DEPOSIT,CLEANING_FEE,EXTRA_PEOPLE,FIRST_REVIEW,LAST_REVIEW,INSTANT_BOOKABLE,IS_BUSINESS_TRAVEL_READY,CANCELLATION_POLICY
444945,,2.0,2.0,42.36109,-71.10425,2,1.0,1,1.0,,1,3,365,3,3,365,365,3.0,365.0,27,57,87,359,59,10,89.0,10.0,9.0,9.0,9.0,9.0,9.0,0.61,within an hour,80%,f,t,t,Apartment,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Hot water"",Refrigerator,""Dishes and silverware"",""Long term stays allowed""}",$144.00,"$1,000.00","$3,300.00","$5,000.00",$120.00,$75.00,2011-12-05,2019-11-10,f,f,strict_14_with_grace_period
81038,,9.0,9.0,42.3668,-71.10673,4,1.0,1,1.0,,2,2,4,2,3,4,4,2.0,4.0,0,0,0,0,173,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.76,within an hour,100%,t,t,t,House,Entire home/apt,Pull-out Sofa,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",$225.00,,,"$1,000.00",$150.00,$100.00,2011-10-24,2019-11-10,f,f,moderate
207434,,1.0,1.0,42.38375,-71.12955,1,1.0,1,1.0,,1,2,365,2,2,365,365,2.0,365.0,30,60,90,344,57,9,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.76,within a day,71%,f,t,t,Apartment,Private room,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$80.00,$390.00,,$100.00,$30.00,$0.00,2013-09-18,2019-09-22,f,f,strict_14_with_grace_period
1461240,,6.0,6.0,42.37083,-71.11402,4,1.0,1,1.0,,3,2,1125,2,2,1125,1125,2.0,1125.0,15,38,38,191,53,11,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.81,within a few hours,77%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Refrigerator,""Dishes and silverware""}",$194.00,$982.00,"$3,465.00",$400.00,$85.00,$10.00,2014-07-07,2019-11-07,f,f,moderate
1615938,,1.0,1.0,42.35965,-71.10556,9,2.5,3,6.0,,4,2,14,2,2,14,14,2.0,14.0,0,0,0,0,60,1,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.68,,,f,t,t,House,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials}",$500.00,,,$300.00,,$25.00,2012-08-27,2019-06-23,f,f,moderate
1647071,,1.0,1.0,42.36498,-71.09869,6,2.0,2,4.0,900.0,4,2,14,2,2,14,14,2.0,14.0,7,7,7,7,57,6,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.63,within a day,100%,f,t,t,Condominium,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Outlet covers"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed""}",$300.00,"$1,000.00",,$450.00,$100.00,$25.00,2012-06-20,2019-09-02,f,f,moderate
1665697,,0.0,0.0,42.38247,-71.11403,3,1.0,1,1.0,,2,2,60,2,2,60,60,2.0,60.0,12,12,12,67,214,22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.25,within an hour,100%,t,t,t,Guest suite,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""High chair"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$110.00,$800.00,"$3,000.00",$0.00,$30.00,$30.00,2012-02-09,2019-11-24,t,f,moderate
1694399,,1.0,1.0,42.38817,-71.12898,2,1.0,1,1.0,,2,3,7,3,3,7,7,3.0,7.0,14,44,74,74,142,20,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2.15,,,t,t,t,Apartment,Entire home/apt,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$142.00,,,$500.00,$50.00,$0.00,2014-06-24,2019-09-16,f,f,moderate
2018955,,1.0,1.0,42.37125,-71.11105,4,1.0,1,1.0,,2,31,365,31,31,365,365,31.0,365.0,16,36,66,254,53,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.57,within a few hours,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$180.00,"$1,400.00","$4,137.00",$999.00,$90.00,$15.00,2012-04-12,2018-09-28,f,f,strict_14_with_grace_period
306681,,3.0,3.0,42.38258,-71.1371,4,1.0,2,4.0,700.0,2,2,11,2,2,11,11,2.0,11.0,0,0,0,0,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,within a few hours,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}",$150.00,"$1,000.00","$2,500.00",$500.00,$50.00,$20.00,2013-06-02,2017-12-26,t,f,strict_14_with_grace_period
2212429,,2.0,2.0,42.37363,-71.08909,6,2.0,4,6.0,,1,2,27,2,2,27,27,2.0,27.0,0,0,0,81,49,9,99.0,10.0,10.0,10.0,10.0,9.0,9.0,0.54,within an hour,100%,t,t,f,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Children’s books and toys"",""Hot water""}",$350.00,"$2,200.00",,,$75.00,$0.00,2012-06-29,2019-08-18,t,f,strict_14_with_grace_period
2282282,,1.0,1.0,42.36291,-71.10435,2,1.0,1,0.0,,2,2,21,2,2,21,21,2.0,21.0,7,13,13,13,375,57,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4.12,within an hour,100%,t,t,f,Guest suite,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator}",$100.00,$800.00,"$2,400.00",,$40.00,$25.00,2012-06-05,2019-11-24,t,f,strict_14_with_grace_period
2126399,,4.0,4.0,42.37273,-71.11168,1,1.0,2,0.0,,1,1,26,1,1,26,26,1.0,26.0,0,0,0,0,0,0,,,,,,,,,,,f,t,t,Apartment,Private room,Real Bed,"{""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Hot water"",Microwave,Refrigerator,Dishwasher,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",$150.00,,,,,$0.00,,,t,f,strict_14_with_grace_period
2308198,,1.0,1.0,42.37317,-71.09743,3,1.0,1,1.0,,3,31,1125,1,31,1125,1125,30.1,1125.0,14,29,31,147,279,46,96.0,10.0,9.0,10.0,10.0,10.0,9.0,3.05,within a few hours,100%,f,t,t,House,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",$175.00,"$1,100.00","$2,800.00",$0.00,$75.00,$0.00,2012-05-22,2019-11-21,f,f,moderate
229956,,7.0,7.0,42.36598,-71.09909,2,1.0,1,1.0,,1,1,80,1,1,80,80,1.0,80.0,0,0,0,0,128,4,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1.42,within a few hours,88%,f,t,t,House,Private room,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Other}",$55.00,,,,,$0.00,2012-07-09,2019-01-01,f,f,strict_14_with_grace_period
3673828,,2.0,2.0,42.3942,-71.13202,4,1.0,1,1.0,,2,2,30,2,2,30,30,2.0,30.0,19,49,79,159,250,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.87,within an hour,100%,f,t,t,Apartment,Entire home/apt,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",$200.00,"$1,350.00",,$750.00,$50.00,$25.00,2012-09-30,2019-11-24,f,f,strict_14_with_grace_period
1152305,,4.0,4.0,42.36486,-71.10328,3,1.0,1,2.0,,3,30,1125,30,30,1125,1125,30.0,1125.0,13,25,55,145,124,1,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.47,within a day,100%,t,t,t,Apartment,Entire home/apt,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Dishes and silverware"",""Long term stays allowed""}",$150.00,$900.00,"$2,800.00",$100.00,$50.00,$50.00,2012-12-27,2019-05-12,f,f,moderate
4169689,,5.0,5.0,42.40135,-71.13569,2,1.0,1,1.0,105.0,1,1,30,1,1,30,30,1.0,30.0,0,0,0,0,379,29,94.0,10.0,10.0,10.0,10.0,9.0,10.0,4.8,within a few hours,100%,t,t,t,Apartment,Private room,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,Refrigerator,""Dishes and silverware""}",$65.00,$465.00,"$1,800.00",$500.00,$15.00,$5.00,2013-06-04,2019-07-21,t,f,moderate
1963743,,0.0,0.0,42.37047,-71.09781,2,1.0,1,1.0,,1,2,17,2,2,17,17,2.0,17.0,11,22,41,41,271,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.43,within a few hours,100%,t,t,t,House,Private room,Real Bed,"{TV,Internet,Wifi,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Host greets you""}",$98.00,,,,,$20.00,2013-06-01,2019-11-17,f,f,moderate
